tchStrt,tchEnd,duration,dist2prev,xMean,yMean,MMean,xMax,yMax,MMax,xMin,yMin,MMin,relocationX,relocationY,distanceX,distanceY,distance,averagespeedx,averagespeedy,averagespeed,averageAccelerationX,averageAccelerationY,averageAcceleration,avrAngVX,avrAngVY,averageAngularAccelerationx,averageAngularAccelerationY,dist2start,wj1,wj2,angleM,STKW,Emotion,Valence,Arousal
27786.84839,27786.93432,0.085931,0.302606,990.75,1842.625,59.875,1090,1933,64,936,1797,1797,154,136,154,136,205.4555913,1792.135551,1582.665162,2396.837887,733.1463616,570.2249479,2396.837887,12961.72706,12972.12716,936.4428495,791.1229708,11.666189,-0.907579929,0.33999142,174.387441,5,2,-0.62217,-0.62217
27787.82563,27787.89883,0.073207,0.89131,934,1748.571429,81.14285714,934,1803,95,934,1729,1729,0,74,0,74,74,0,1010.832297,1010.832297,0,409.7968774,1010.832297,13019.64554,13019.63941,505.4267147,505.4313795,12.64343,NaN,0.056033324,0.005272914,4,2,-0.63776,-0.63776
27788.37637,27788.4753,0.09893,0.477539,1032.777778,1846.777778,61,1117,1986,61,823,1575,1575,294,411,-294,-411,505.328606,2971.798241,4154.452643,5178.339792,1142.221773,1253.411503,5178.339792,12988.9632,12970.81813,2406.241433,2077.728419,13.194176,0.979344956,0.985544341,0.67853508,4,2,-0.67924,-0.67924
27788.72803,27788.86398,0.135951,0.252731,796.75,1451.333333,35.33333333,854,1733,37,750,1212,1212,104,521,104,-521,531.2786463,764.9815007,3832.263095,3927.55228,257.4456973,1272.517304,3927.55228,13164.33578,13168.72543,1909.184269,1916.633004,13.545837,0.937848474,0.926861627,171.6532133,5,2,-0.70752,-0.70752
27789.00381,27789.07741,0.073606,0.139824,901.5714286,1430,58,926,1453,58,879,1402,1402,47,51,47,-51,69.35416354,638.5349021,692.878298,947.1503082,407.5754694,380.4037714,947.1503082,13176.09196,13179.5144,387.5278782,346.9406434,13.821612,0.610253921,0.743127312,0.098500682,5,1,0.079275,0.079275
27789.47993,27789.57851,0.098577,0.402514,647.1111111,1280.888889,39,750,1456,39,574,1157,1157,176,299,176,-299,346.9538874,1785.406332,3033.161894,3813.733674,456.4959372,1785.406332,3813.733674,13243.95922,13254.31416,1466.233061,1517.079973,14.297732,0.893531203,0.490782155,0.365365346,5,2,-0.69248,-0.69248
27789.88086,27789.967,0.086134,0.302356,479.25,1573.125,41,534,1712,41,463,1431,1431,71,281,70,-281,289.8309852,835.9068429,3262.358651,3578.258693,394.7337869,1486.05661,3578.258693,13103.14965,13108.39348,1469.141884,1631.681055,14.698665,0.980204829,0.728241542,143.6156995,5,2,-0.64044,-0.64044
27790.25751,27790.34327,0.085764,0.290514,775.125,1011.125,63.25,828,1176,67,711,879,879,117,297,117,-297,319.2146613,1364.208759,3462.991465,3847.010941,443.0763491,2028.823283,3847.010941,13381.65034,13389.5817,1807.639849,1731.995091,15.075313,0.621401501,0.667990592,166.2474561,6,2,-0.60911,-0.60911
27790.60823,27790.68171,0.073477,0.264961,967,1186,57.42857143,1014,1272,60,926,1095,1095,88,177,88,-177,197.6689151,1197.653688,2408.917076,2696.074255,544.3880398,1292.921594,2696.074255,13295.67978,13302.31649,1259.226758,1204.958558,15.426038,0.728610395,0.578387998,0.176258913,7,2,-0.65742,-0.65742
27790.87183,27790.97006,0.098224,0.190121,1280.666667,908.3333333,72.33333333,1371,1033,73,1243,866,866,128,167,128,167,210.4115016,1303.143835,1700.195472,2169.064289,468.3173155,733.0184069,2169.064289,13433.4607,13441.28787,982.2036162,849.9828454,15.689636,-0.994144707,0.354520242,0.289009079,7,2,-0.70436,-0.70436
27791.1728,27791.27126,0.098463,0.202744,1282.111111,1200.444444,71.44444444,1347,1392,74,1246,1114,1114,101,278,101,278,295.7786334,1025.766024,2823.39559,3018.339756,324.9951759,985.1416268,3018.339756,13289.38898,13295.38281,1482.418233,1411.456161,15.990604,0.025110054,0.3763306,0.245192537,8,2,-0.71649,-0.71649
27791.46127,27791.53454,0.073266,0.19001,959,1769.142857,76.42857143,1017,1883,79,932,1716,1716,85,167,85,167,187.3872995,1160.156143,2279.365599,2558.276346,600.5514154,1132.858352,2558.276346,13004.32048,13011.17151,1289.486569,1139.520303,16.279077,-0.999986305,0.000101253,0.199818558,8,2,-0.67829,-0.67829
27791.72376,27791.78503,0.061265,0.189223,729.1666667,1972.5,67,792,1977,67,704,1971,1971,88,6,88,6,88.20430828,1436.382927,97.93519954,1440.657181,620.2562638,65.29013303,1440.657181,12900.71063,12909.62116,358.7985718,48.8719334,16.541566,NaN,0.26498031,179.4154336,9,2,-0.60171,-0.60171
27792.2758,27792.36144,0.085644,0.490773,852.625,985.625,83.75,981,1077,90,733,954,954,248,123,248,120,276.8266606,2895.707814,1471.206389,3517.21618,560.4595769,653.8695063,3517.21618,13386.47196,13403.34083,746.7794358,735.3945636,17.093604,0.439117036,0.324130423,134.5912167,8,2,-0.57062,-0.57062
27792.53911,27792.65011,0.111,0.17767,1192.4,1291,73.8,1403,1549,77,1047,1153,1153,356,396,356,396,532.4960094,3207.207207,3567.567568,4858.053503,846.8468468,981.981982,4858.053503,13232.2475,13250.79132,1918.418919,1783.398342,17.356918,0.337088126,0.504806231,165.0162937,8,2,-0.57372,-0.57372
27793.14569,27793.24367,0.097985,0.495575,765.3333333,1003.666667,40.77777778,935,1124,45,615,949,949,320,175,320,175,364.7259245,3265.805991,1785.987651,3887.447202,540.8991172,632.7499107,3887.447202,13375.5698,13394.75812,969.0361535,892.6202174,17.963493,0.531881937,0.332325779,0.694941038,8,2,-0.61765,-0.61765
27793.45915,27793.54473,0.085585,0.215471,1066.25,636.25,91.875,1197,799,101,1017,582,582,180,217,180,217,281.9379364,2103.172285,2535.491032,3311.044489,1074.954723,1215.166209,3311.044489,13565.87616,13578.62003,1547.958795,1267.684501,18.276949,NaN,0.355583799,165.2519694,8,2,-0.62532,-0.62532
27793.84765,27793.95844,0.110796,0.302915,1047.8,1262,67.4,1277,1442,71,808,1146,1146,469,296,469,296,554.5962495,4233.004802,2671.576591,5141.161123,848.4060797,586.6637785,5141.161123,13241.00173,13265.94556,1362.365085,1335.288557,18.665449,0.521888329,0.498412931,156.6779289,7,2,-0.59017,-0.59017
27794.25308,27794.33916,0.086081,0.294635,1074.875,1415.125,74.25,1143,1512,78,1040,1375,1375,103,137,103,137,171.4001167,1196.547438,1591.524262,2013.085677,418.210755,604.0822017,2013.085677,13182.52333,13189.57967,911.5776943,795.5546753,19.07088,-0.969728432,0.33262102,162.7414262,7,1,0.02548,0.02548
