tchStrt,tchEnd,duration,dist2prev,xMean,yMean,MMean,xMax,yMax,MMax,xMin,yMin,MMin,relocationX,relocationY,distanceX,distanceY,distance,averagespeedx,averagespeedy,averagespeed,averageAccelerationX,averageAccelerationY,averageAcceleration,avrAngVX,avrAngVY,averageAngularAccelerationx,averageAngularAccelerationY,dist2start,wj1,wj2,angleM,STKW,Emotion,Valence,Arousal
40357.16436,40357.32595,0.161592,1.929522,1030.642857,598.2142857,30,1331,974,30,626,204,204,705,770,-705,-770,1043.994732,4362.839745,4765.087381,6537.943787,841.6258231,1076.78598,6537.943787,19905.33713,19879.50949,2494.435343,2383.044074,9.198933,0.984281426,0.992545074,164.9950316,1,3,-0.01255,-0.01255
40357.91633,40358.03992,0.123583,0.590383,941,1558.818182,47,1145,1803,47,536,1121,1121,609,682,-609,-682,914.3330903,4927.862246,5518.558378,7413.12895,1246.126085,1318.951636,7413.12895,19429.26202,19399.57402,3115.815213,2759.780755,9.950908,0.996677054,0.982554417,0.917250102,2,3,-0.022019,-0.022019
40359.15589,40359.492,0.336108,1.115978,1126.142857,768.3214286,45,1424,1646,45,797,278,278,627,1368,-223,909,1504.843181,3067.46641,5435.752794,6684.158548,1011.579611,1240.672641,6684.158548,19799.46597,19795.49546,2871.010928,2717.821803,11.190469,0.979376034,0.854400889,38.31821596,2,3,-0.00011639,-0.00011639
40359.61948,40359.74276,0.123281,0.12748,922.5454545,1499.818182,44,1094,1740,44,622,1100,1100,472,640,-472,-640,795.2257541,3828.651617,5191.392023,6455.121861,916.6051541,1095.059255,6455.121861,19452.63623,19429.92553,2819.263638,2596.195934,11.654057,0.998329191,0.997672492,0.713911047,3,1,0.0090662,0.0090662
40359.91989,40360.54422,0.624324,0.177131,1031.901961,1430.686275,26,1276,1931,26,657,797,797,619,1134,306,-669,1291.94311,2617.230797,4643.422326,5535.491541,736.7969195,1129.221366,5535.491541,19461.73404,19464.76702,2364.216189,2321.749209,11.954469,0.7804019,0.958436417,0.422464452,3,1,0.0034139,0.0034139
40360.5959,40360.71974,0.123832,0.051686,1063.818182,552.2727273,37,1471,1162,37,853,272,272,618,890,618,890,1083.523881,4990.63247,7187.156793,8782.470998,1380.903159,2075.392467,8782.470998,19874.62467,19904.18665,3855.632995,3593.281793,12.630479,0.351595949,0.516863097,0.929022986,4,1,-0.0004138,-0.0004138
40365.19259,40365.4164,0.223813,4.472853,1327.842105,914.6315789,43.89473684,1524,1247,50,748,283,283,776,964,769,964,1237.526565,3498.456301,4307.167144,5807.712241,1036.579645,1099.131865,5807.712241,19704.59983,19725.33046,2068.244032,2153.134565,17.227164,0.798428533,0.994987711,1.150357269,0,6,-0.00018284,-0.00018284
40365.83156,40366.20548,0.373917,0.415159,1203.774194,1257.387097,33,1379,1981,33,971,644,644,408,1337,-24,351,1397.867304,2118.117122,6212.60868,6616.248796,644.5280637,1441.496375,6616.248796,19554.66287,19554.30986,3126.368292,3106.376598,17.866136,0.983754696,0.729486627,0.017787049,1,6,-0.01043,-0.01043
40366.42013,40366.50627,0.086144,0.214649,1029.5,1711.75,36,1071,1765,36,947,1606,1606,124,159,-124,-159,201.6358103,1439.450223,1845.746657,2344.135176,452.730312,661.6827637,2344.135176,19335.95064,19327.35073,1080.087667,923.3815878,18.454702,0.97078978,0.993439968,178.8091614,2,6,-0.00072463,-0.00072463
40366.90875,40367.62096,0.712219,0.402474,1157.844828,1384.017241,36,1470,1878,36,777,703,703,693,1175,359,65,1364.138556,2138.38721,4839.803487,5353.063773,598.1306312,1197.665325,5353.063773,19488.39136,19491.61787,2436.795926,2420.017274,18.94332,0.8627754,0.78715158,47.65765799,3,1,0.00094984,0.00094984
40370.27987,40370.35065,0.070776,2.658906,1042,1726.428571,56,1224,1888,56,715,1446,1446,509,442,-509,-442,674.1253593,7191.703402,6245.054821,9527.79328,2656.267661,2232.395162,9527.79328,19362.72915,19321.93753,3999.030575,3123.022303,22.314445,0.981584585,0.955874259,0.768543793,1,3,-0.024463,-0.024463
40370.66709,40370.83508,0.167992,0.316441,928.6,1411.133333,49,1435,1925,49,461,1048,1048,974,877,974,877,1310.650602,5797.895138,5220.48669,7916.330501,1267.91752,1089.337588,7916.330501,19446.82571,19479.80305,2648.435664,2609.813839,22.701662,0.709981033,0.664613824,1.464376349,1,2,-0.04785,-0.04785
40371.27262,40371.44065,0.168032,0.437543,704.4666667,1463,43,905,1651,43,250,1040,1040,655,611,-655,-611,895.7376848,3898.067035,3636.21215,5333.946702,773.6621596,690.3446962,5333.946702,19477.21192,19454.17257,2032.850981,1818.606917,23.307197,0.980618569,0.969905555,0.97377575,2,2,-0.058604,-0.058604
40371.86617,40372.04622,0.180044,0.425518,967.4375,1347.4375,55,1183,1808,55,644,712,712,539,1096,-539,-1096,1221.366857,2993.712648,6087.400858,6798.469635,605.407567,1083.068583,6798.469635,19529.61896,19512.25357,3135.844694,3044.201317,23.900747,0.99554667,0.99507037,176.2957661,3,2,-0.042341,-0.042341
40372.38702,40372.53078,0.143761,0.340799,944.8461538,1135.923077,51,1167,1557,51,601,602,602,566,955,-566,-955,1110.126569,3937.090031,6642.969929,7775.57457,862.5426924,1516.405701,7775.57457,19640.76812,19618.26213,3454.148764,3321.984829,24.42159,0.992031439,0.99880983,0.854568803,4,3,-0.0036068,-0.0036068
40372.72602,40372.7489,0.02288,0.195244,1134,1838,15,1134,1838,15,1134,1838,1838,0,0,0,0,0,0,0,0,0,0,0,19267.36875,19267.36303,0.5,0.505725524,24.760595,NaN,NaN,8.54E-07,5,3,-0.010903,-0.010903
40372.9442,40373.06417,0.11997,0.1953,1231.545455,857.5454545,45,1382,1092,45,936,480,480,446,612,-446,-612,757.2714177,3717.596066,5101.275319,6358.74014,941.9021422,1083.604234,6358.74014,19779.47963,19757.72362,2822.038718,2551.136055,24.978775,0.966603599,0.986277925,0.669939311,6,3,-0.018775,-0.018775
40374.14371,40374.26324,0.119525,1.079544,1153.727273,929.2727273,48,1495,1231,48,952,778,778,543,453,543,453,707.1477922,4542.98264,3790.002092,5950.78243,1079.272119,962.1418113,5950.78243,19696.53376,19722.45961,2124.678875,1894.69926,26.178289,0.332886508,0.501418852,0.809216907,5,3,-0.012992,-0.012992
40381.16697,40381.28721,0.120238,6.903732,908.8181818,1552.181818,57.45454545,1304,1994,58,654,1297,1297,650,697,650,697,953.0524645,5405.944876,5796.836275,7950.003659,1230.892064,1372.278315,7950.003659,19383.56813,19414.51666,3155.740124,2898.014924,33.201546,0.50685489,0.501735753,0.985452505,0,1,0.15111,0.15111
40382.46286,40382.58234,0.119482,1.175649,943,1504.636364,50,1390,1953,50,626,1242,1242,764,711,764,711,1043.655595,6394.268593,5950.687133,8792.857816,1364.222226,1263.788688,8792.857816,19402.60243,19438.93736,3179.895373,2974.842964,34.497433,0.608858965,0.498872018,1.153923612,1,6,-0.02097,-0.02097
40383.81947,40383.96375,0.144288,1.237125,837.5384615,622.4615385,23.53846154,1447,1097,24,488,406,406,959,691,959,594,1182.016074,6646.429363,5461.299623,8798.572308,1594.034154,1760.368153,8798.572308,19842.52293,19880.70922,2654.165738,2730.48748,35.85404,0.499398152,0.603377932,1.407802808,2,3,-0.036281,-0.036281
40384.26782,40384.39938,0.131562,0.304067,992.9166667,1557,47.5,1426,2008,48,664,1272,1272,762,736,762,736,1059.405494,5791.946003,5594.320548,8108.043283,1178.151746,1117.343914,8108.043283,19380.77107,19413.66093,2944.879365,2796.66187,36.302395,0.611702199,0.599532544,168.405382,2,2,-0.035436,-0.035436
40384.69237,40384.82378,0.131409,0.292986,985.75,1343.166667,55,1421,1937,55,666,994,994,755,943,755,943,1208.004139,5745.420786,7176.068611,9278.942619,1331.72005,1445.867483,9278.942619,19488.35821,19520.78974,3766.365283,3587.622739,36.726943,0.49999139,0.600435808,166.8788483,3,2,-0.074777,-0.074777
40385.27348,40385.34471,0.071236,0.4497,514.7142857,1837.285714,46.71428571,652,2014,48,447,1740,1740,205,274,205,274,342.2002338,2877.758437,3846.369813,4817.517603,1193.216913,1473.973834,4817.517603,19257.40448,19274.00568,2308.725673,1922.844959,37.308052,0.019552685,0.04024188,0.310275448,4,2,-0.07023,-0.07023
40385.89138,40386.11939,0.22801,0.546671,847.6,1380.2,27,1396,2009,27,427,986,986,969,1023,966,901,1409.074164,4262.970922,5021.709574,6827.028532,828.9110127,1113.986229,6827.028532,19478.51532,19502.89682,2506.178703,2510.615863,37.925959,0.629176113,0.776076793,150.0489472,4,3,-0.042245,-0.042245
40387.39338,40387.57301,0.179626,1.27399,1041.75,1230,53.25,1512,1597,54,650,1018,1018,862,579,862,579,1038.405027,4798.859853,3223.364101,5921.067158,1052.186209,584.547894,5921.067158,19551.56983,19578.73572,1652.935472,1611.314211,39.427959,0.676286347,0.715071524,160.7921798,3,3,-0.024756,-0.024756
40389.23469,40389.30528,0.07059,1.66168,636.5714286,1732.571429,47,902,1955,47,438,1583,1583,464,372,464,372,594.7100134,6573.169004,5269.868253,8441.872357,1784.955376,1629.125938,8441.872357,19291.4208,19328.34351,3016.924564,2634.434969,41.269265,0.394425629,0.037834804,0.697103833,1,6,-0.01047,-0.01047
40389.60983,40389.72917,0.119335,0.304553,1204.636364,1290.090909,43.63636364,1527,1793,45,829,910,910,698,883,698,883,1125.563414,5849.08032,7399.337998,9684.780907,1231.826371,1181.547744,9684.780907,19516.76674,19549.7835,3627.940944,3699.169833,41.644408,0.597137239,0.519695502,1.061263134,2,6,-0.02194,-0.02194
40390.21594,40390.35925,0.14331,0.486769,1148.384615,1080.923077,52.61538462,1509,1640,54,839,762,762,670,878,670,878,1104.438319,4675.17968,6126.578745,7966.398234,1332.775103,1207.173261,7966.398234,19628.70158,19654.67638,3101.167713,3062.953684,42.250512,0.581552956,0.626213066,1.015509947,3,3,-0.026786,-0.026786
40391.51192,40392.04358,0.531655,1.152673,1183.533333,1688.4,56,1343,1865,56,466,1048,1048,877,817,876,815,1198.590005,1655.208735,1540.472675,2323.500793,393.1120746,327.279909,2323.500793,19341.96126,19351.68299,774.9842238,770.3485315,43.546495,0.995283656,0.292244144,1.314633623,3,3,-0.025272,-0.025272
40392.49284,40393.48382,0.990988,0.449261,940.0361446,800.2891566,51.60240964,1529,933,54,562,618,618,967,315,967,175,1017.012291,1284.576604,812.3206335,1637.929426,365.2920116,196.7733212,1637.929426,19790.52454,19796.3438,384.9211988,406.1006274,44.527411,0.924816353,0.943209898,1.405347989,1,3,-0.034102,-0.034102
40395.77468,40396.076,0.301315,2.290856,1223.692308,1184.961538,47.38461538,1527,1577,54,652,650,650,875,927,875,927,1274.736836,2903.93774,3076.514611,4412.05335,756.6832053,693.6262715,4412.05335,19588.65513,19605.47603,1537.838237,1537.916378,47.809255,0.795380365,0.767298064,150.7332152,1,3,-0.039602,-0.039602
40397.07098,40397.46906,0.39808,0.994989,1268.117647,1130.382353,44.55882353,1527,1451,51,650,564,564,877,887,877,887,1247.356405,2203.074759,2228.195338,3293.785015,532.5562701,497.3874598,3293.785015,19620.54699,19633.43802,1116.320629,1113.899354,49.105559,0.857318876,0.92400665,140.4244712,1,3,-0.029655,-0.029655
40397.87029,40397.98991,0.119612,0.401229,934.0909091,1684.909091,44.45454545,1368,2011,45,695,1520,1520,673,491,673,491,833.0726259,5626.525767,4104.939304,6979.755757,1228.973682,1070.126743,6979.755757,19324.12438,19356.50475,2382.307712,2052.176354,49.904868,0.381380506,0.510706826,1.016071076,2,1,0.26806,0.26806
40405.0312,40405.34509,0.313888,7.041296,1212.111111,948.8518519,51,1463,1275,51,512,262,262,951,1013,941,1013,1389.449531,3061.60159,3227.265776,4559.462107,828.3209297,786.9048833,4559.462107,19710.6313,19728.16229,1594.094683,1613.20924,57.065776,0.845992921,0.748946813,1.394030221,0,1,0.51219,0.51219
40407.33234,40407.4641,0.131767,1.987246,917.5833333,1637.25,49.25,1364,2022,51,505,1407,1407,859,615,859,615,1056.45918,6519.082927,4667.329453,8263.235664,1161.140498,1183.907959,8263.235664,19347.84521,19385.06838,2412.850839,2333.161254,59.36691,0.615596466,0.60165096,157.5462947,1,1,0.11095,0.11095
40408.30143,40408.39685,0.095418,0.837329,828.5555556,1767.888889,39,1081,2013,39,664,1626,1626,417,387,417,387,568.9094831,4370.244608,4055.838521,5980.554111,1079.460898,1089.941101,5980.554111,19295.36926,19320.22438,2263.223826,2027.41653,60.336006,0.520919391,0.343315178,0.631277102,1,1,0.27058,0.27058
40411.91297,40412.32231,0.409342,3.516116,1052.4,1094.314286,37,1271,1312,37,438,632,632,833,680,827,603,1075.308793,2049.630871,1849.309379,2857.483444,493.4748939,517.904344,2857.483444,19647.08737,19658.89564,814.3667764,924.3878933,63.94754,0.844246253,0.800930254,1.220206657,0,1,0.36574,0.36574
40412.61506,40412.83068,0.215618,0.292755,647.8947368,1193.894737,42,1248,1806,42,306,915,915,942,891,799,815,1296.62832,5032.047417,4484.783274,6816.407048,1242.938901,871.9123635,6816.407048,19587.88787,19609.4082,2460.092859,2242.171032,64.649637,0.510526391,0.748285114,1.197713547,1,1,0.23009,0.23009
40413.18412,40413.30314,0.119024,0.353437,948.9090909,888.3636364,42,1451,1346,42,499,622,622,952,724,952,724,1196.026756,7998.38688,6082.806829,10347.01343,1470.291706,1428.283371,10347.01343,19717.14466,19762.43417,3145.924251,3040.905271,65.218692,0.589416132,0.502141664,1.407526351,2,1,0.090116,0.090116
40415.18304,40415.60465,0.421607,1.879903,1172.305556,1221.75,21.97222222,1389,1394,25,411,704,704,978,690,972,600,1196.906011,2333.927093,1850.064159,3035.219329,661.7537185,659.3818414,3035.219329,19583.34297,19596.81611,781.5156449,925.0156805,67.217619,0.85041621,0.872069015,68.32322739,2,6,-0.016683,-0.016683
40416.6487,40417.10703,0.458327,1.04405,1206.641026,1668.717949,57.69230769,1387,1826,58,360,1124,1124,1027,702,1022,702,1243.998794,2251.667478,1531.657528,2788.551908,440.7333629,370.9142163,2788.551908,19360.79811,19374.07413,739.5969068,765.7527682,68.683276,0.991310731,0.141632612,1.524609954,1,3,-0.041726,-0.041726
40417.32658,40417.49514,0.168568,0.219547,1051.466667,913.1333333,38,1524,1344,38,641,662,662,883,682,883,560,1115.71188,5238.242134,4769.588534,7372.120911,1316.975938,1334.772911,7372.120911,19722.50562,19752.13293,2102.722717,2384.577933,69.36115,0.596875189,0.688540615,1.306309567,2,2,-0.059428,-0.059428
40421.13136,40421.45696,0.3256,3.636215,1094.392857,1407.928571,51.25,1339,1655,52,452,945,945,887,710,884,681,1136.164161,2733.415233,2269.65602,3711.133058,740.1719902,660.3194103,3711.133058,19490.90612,19506.67687,1046.977221,1134.65767,73.165933,0.81404945,0.708799724,141.0229492,0,3,-0.044061,-0.044061
40421.68852,40422.03802,0.349503,0.231563,1334.9,1474.233333,29,1516,1675,29,620,868,868,896,807,757,646,1205.846176,2961.347971,2769.647185,4155.295121,729.6074712,689.5505904,4155.295121,19461.19001,19473.80899,1387.563419,1384.807158,73.723096,0.86225549,0.996100034,7.185782289,1,2,-0.069338,-0.069338
40423.46871,40423.89136,0.422649,1.430683,1171.166667,1890.527778,42.66666667,1349,2029,43,481,1423,1423,868,606,865,606,1058.612299,2060.81169,1433.813874,2548.382781,518.1604594,383.2967782,2548.382781,19254.48595,19266.57019,719.1455073,716.8097973,75.503282,0.900979121,0.680537977,164.7081256,2,2,-0.081739,-0.081739
40424.54711,40424.70285,0.155749,0.655749,1086.928571,1606.785714,46.57142857,1517,1901,47,777,1433,1433,740,468,740,468,875.570671,4751.234358,3004.834702,5672.651435,1258.435046,571.4322403,5672.651435,19382.06277,19408.91392,1579.044697,1502.074626,76.58168,0.533070701,0.662086924,171.2240288,2,2,-0.088337,-0.088337
40424.9226,40424.98163,0.059027,0.219749,979.5,1593.5,46.5,1051,1680,47,949,1557,1557,102,123,102,123,159.7904878,1728.022769,2083.792163,2707.249336,694.5973876,847.0699849,2707.249336,19405.51773,19415.72015,1388.889788,1041.790621,76.957178,NaN,0.004077045,178.3427295,3,2,-0.09339,-0.09339
40426.02562,40426.30232,0.276703,1.043989,1196.875,1787.916667,57,1408,1961,57,598,1398,1398,810,563,810,563,986.4425984,2927.326411,2034.672555,3645.868475,636.0610474,480.6597688,3645.868475,19301.93611,19319.1176,979.1491979,1017.056649,78.060194,0.815100959,0.768249806,179.0805921,3,2,-0.096435,-0.096435
